product_id,product_url,name,price,shop_id,shop_url,shop_name,product_id2
31957315,https://tiki.vn/noi-go-da-nang-autoru-auwch4-p31957315.html?spid=31957316,NÔI GỖ ĐA NĂNG AUTORU AUWCH4,4.900.000đ,50795,https://tiki.vn/cua-hang/shop-con-ngoan,SHOP CON NGOAN,31957316
40192412,https://tiki.vn/noi-tre-em-kich-thuoc-90-50-50-cm-p40192412.html?spid=40192413,Nôi trẻ em kích thước 90*50*50 cm,749.000đ,71823,https://tiki.vn/cua-hang/hona-buy,HONA Buy,40192413
20585451,https://tiki.vn/noi-vong-tu-dong-cho-be-2-trong-1-vinanoi-nv20-p20585451.html?spid=23308724,Nôi Võng tự động cho bé 2 trong 1 VINANOI - NV20,989.000đ,10870,https://tiki.vn/cua-hang/me-be-soc-nau,Mẹ bé Sóc Nâu,23308724
1949433,https://tiki.vn/noi-dua-tre-em-joie-sansa-in-the-rain-p1949433.html?spid=1949709,Nôi Đưa Trẻ Em Joie Sansa In The Rain,5.300.000đ,1,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading,1949709
45108286,https://tiki.vn/noi-cui-go-cho-tre-so-sinh-ben-dep-p45108286.html?spid=45108291,Nôi cũi gỗ cho trẻ sơ sinh bền đẹp,900.000đ,97368,https://tiki.vn/cua-hang/shop-me-ben,Shop Mẹ Ben,45108291
22713480,https://tiki.vn/combo-noi-vong-tu-dong-vinanoi-nv20-khung-thep-suc-dua-20kg-va-diu-em-be-p22713480.html?spid=22713482,Combo Nôi võng tự động Vinanoi NV20 khung thép sức đưa 20kg và Địu em bé,1.250.000đ,986,https://tiki.vn/cua-hang/oh-my-shop,Oh My Shop,22713482
51712743,https://tiki.vn/noi-dien-cao-cap-cho-be-p51712743.html?spid=51712745,Nôi điện cao cấp cho bé ,1.699.000đ,71823,https://tiki.vn/cua-hang/hona-buy,HONA Buy,51712745
8503278,https://tiki.vn/noi-rung-tre-em-ingenuity-rung-va-dung-dua-tu-dong-thuong-hieu-my-p8503278.html?spid=8503279,Nôi rung trẻ em Ingenuity rung và đung đưa tự động thương hiệu Mỹ,2.990.001đ,1664,https://tiki.vn/cua-hang/tinh-dau-ngoc-tuyet,Tinh dầu Ngọc Tuyết,8503279
46608628,https://tiki.vn/hop-may-noi-sat-tu-dong-autoru-kem-adaptor-v894v827-p46608628.html?spid=46608629,Hộp máy nôi sắt tự động Autoru kèm adaptor V894V827,520.000đ,3997,https://tiki.vn/cua-hang/babymart,Babymart,46608629
20417040,https://tiki.vn/noi-vong-tu-dong-cho-be-2-trong-1-vinanoi-nv25-p20417040.html?spid=23308420,Nôi Võng tự động cho bé 2 trong 1 VINANOI - NV25,1.289.000đ,10870,https://tiki.vn/cua-hang/me-be-soc-nau,Mẹ bé Sóc Nâu,23308420
31957336,https://tiki.vn/noi-dua-tu-dong-autoru-eco-22-aue-ac22-p31957336.html?spid=31957344,NÔI ĐƯA TỰ ĐỘNG AUTORU-Eco 22 - AUE-AC22,1.390.000đ,50795,https://tiki.vn/cua-hang/shop-con-ngoan,SHOP CON NGOAN,31957344
51726843,https://tiki.vn/noi-dua-tu-dong-noi-em-be-ghe-nam-cho-be-cao-cap-p51726843.html?spid=51726845,"Nôi đưa tự động , nôi em bé , ghế nằm cho bé cao cấp",1.699.000đ,71823,https://tiki.vn/cua-hang/hona-buy,HONA Buy,51726845
21259605,https://tiki.vn/noi-tu-dong-vinanoi-n20-khung-thep-son-tinh-dien-suc-dua-20kg-p21259605.html?spid=22239595,Nôi tự động Vinanoi N20 khung thép sơn tĩnh điện sức đưa 20kg,890.000đ,3406,https://tiki.vn/cua-hang/thiet-bi-tien-ich-dan-dung,Thiết bị tiện ích dân dụng,22239595
52031596,https://tiki.vn/noi-rung-ghe-rung-cao-cap-cho-be-co-nhac-co-do-choi-co-man-co-dieu-khien-tu-xa-co-bluetooth-p52031596.html?spid=52031598,"Nôi rung, ghế rung cao cấp cho bé, có nhạc, có đồ chơi, có màn, có điều khiển từ xa, có bluetooth",2.149.000đ,71818,https://tiki.vn/cua-hang/hona-smart,HONA Smart,52031598
